Time,Duty_cycle,Velocity_current,Acceleration_current,Brake_enabled,Motor1_ADC_Voltage_mV,Load_ADC_Voltage_mV
40.760,20.00,413.48,1.87,0,42,17
40.784,20.00,406.81,0.03,0,67,17
40.808,20.00,412.31,1.51,0,29,17
40.832,20.00,414.19,1.38,0,45,17
40.856,20.00,409.98,0.16,0,57,17
40.880,20.00,413.50,1.09,0,49,17
40.904,20.00,416.59,1.60,0,29,17
40.928,20.00,415.31,0.92,0,53,17
40.952,20.00,416.27,1.00,0,44,17
40.976,20.00,415.26,0.61,0,50,17
41.000,20.00,414.95,0.45,0,46,17
41.024,20.00,416.05,0.77,0,41,17
41.048,20.00,414.49,0.27,0,57,17
41.072,20.00,415.26,0.40,0,49,17
41.096,20.00,415.41,0.51,0,52,17
41.120,20.00,416.71,0.81,0,39,17
41.144,20.00,415.94,0.41,0,60,17
41.168,20.00,415.82,0.48,0,40,17
41.192,20.00,416.01,0.56,0,45,17
41.216,20.00,415.69,0.38,0,33,17
41.240,20.00,412.02,-0.47,0,63,17
41.264,20.00,413.93,0.22,0,39,17
41.288,20.00,414.80,0.54,0,49,17
41.312,20.00,416.49,0.89,0,46,17
41.336,20.00,415.38,0.47,0,52,17
41.360,20.00,415.50,0.52,0,35,17
41.384,20.00,414.31,0.17,0,60,17
41.408,20.00,416.15,0.68,0,52,17
41.432,20.00,417.25,0.83,0,35,17
41.456,20.00,410.66,-0.93,0,63,17
41.480,20.00,411.57,-0.27,0,34,17
41.504,20.00,417.72,1.41,0,36,17
41.528,20.00,413.14,-0.06,0,59,17
41.552,20.00,412.81,0.25,0,54,17
41.576,20.00,413.99,0.56,0,36,17
41.600,20.00,413.53,0.36,0,49,17
41.624,20.00,411.33,0.05,0,38,17
41.648,20.00,410.39,-0.09,0,52,17
41.672,20.00,413.53,0.87,0,38,17
41.696,20.00,414.41,0.98,0,56,17
41.720,20.00,413.48,0.58,0,45,17
41.744,20.00,416.01,1.12,0,48,17
41.768,20.00,412.45,0.10,0,43,17
41.792,20.00,412.49,0.26,0,50,17
41.816,20.00,413.20,0.49,0,34,17
41.840,20.00,409.48,-0.43,0,57,17
41.864,20.00,412.14,0.50,0,57,17
41.888,20.00,415.11,1.21,0,39,17
41.912,20.00,412.19,0.22,0,56,17
41.936,20.00,413.95,0.67,0,45,17
41.960,20.00,410.68,-0.21,0,58,17
41.984,20.00,415.81,1.22,0,34,17
42.008,20.00,415.99,1.06,0,48,17
42.032,20.00,413.91,0.52,0,43,17
42.056,20.00,411.86,-0.11,0,60,17
42.131,20.00,409.13,-0.69,0,40,17
42.155,20.00,410.76,0.15,0,63,17
42.179,20.00,414.52,1.13,0,28,17
42.203,20.00,415.27,0.84,0,58,17
42.227,20.00,412.28,0.10,0,50,17
42.251,20.00,416.01,1.01,0,42,17
42.275,20.00,416.53,0.97,0,34,17
42.299,20.00,414.07,0.23,0,58,17
42.323,20.00,412.27,-0.14,0,57,17
42.347,20.00,413.01,0.26,0,43,17
42.371,20.00,413.61,0.51,0,61,17
42.395,20.00,414.52,0.66,0,37,17
42.419,20.00,408.58,-0.89,0,36,17
42.443,20.00,413.63,0.55,0,45,17
42.467,20.00,416.26,1.16,0,50,17
42.491,20.00,414.91,0.71,0,37,17
42.515,20.00,407.50,-1.25,0,66,17
42.539,20.00,413.42,0.66,0,56,17
42.563,20.00,418.40,1.72,0,47,17
42.587,20.00,415.10,0.46,0,54,17
42.611,20.00,413.00,0.04,0,53,17
42.635,20.00,413.35,0.06,0,64,17
42.659,20.00,415.38,0.70,0,40,17
42.683,20.00,417.68,1.18,0,39,17
42.707,20.00,415.82,0.49,0,47,17
42.731,20.00,417.41,0.80,0,57,17
42.755,20.00,413.71,-0.12,0,57,17
42.779,20.00,416.91,0.79,0,50,17
42.803,20.00,421.59,1.71,0,34,17
42.827,20.00,412.88,-0.78,0,73,17
42.851,20.00,415.38,0.34,0,32,17
42.875,20.00,415.76,0.44,0,39,17
42.899,20.00,410.27,-0.95,0,60,17
42.923,20.00,413.02,0.30,0,56,17
42.947,20.00,413.10,0.35,0,32,17
42.971,20.00,414.28,0.51,0,59,17
42.995,20.00,414.22,0.50,0,51,17
43.019,20.00,408.40,-1.01,0,50,17
43.043,20.00,415.23,0.91,0,52,17
43.067,20.00,415.72,0.96,0,42,17
43.091,20.00,416.42,0.84,0,59,17
43.115,20.00,411.78,-0.51,0,52,17
43.139,20.00,413.25,0.03,0,48,17
43.163,20.00,413.15,0.13,0,38,17
43.187,20.00,413.39,0.28,0,46,17
43.211,20.00,410.08,-0.39,0,49,17
43.235,20.00,417.93,1.69,0,49,17
43.259,20.00,418.61,1.52,0,40,17
43.283,20.00,414.90,0.25,0,60,17
43.307,20.00,415.56,0.38,0,42,17
43.331,20.00,416.30,0.76,0,49,17
43.355,20.00,415.69,0.49,0,39,17
43.379,20.00,416.22,0.64,0,50,17
43.403,20.00,413.85,0.14,0,34,17
43.427,20.00,411.42,-0.47,0,69,17
43.451,20.00,411.35,0.09,0,53,17
43.475,20.00,414.33,0.91,0,43,17
43.499,20.00,412.18,0.12,0,59,17
43.523,20.00,409.68,0.04,0,53,17
43.547,20.00,414.30,1.24,0,32,17
43.571,20.00,409.26,-0.32,0,53,17
43.595,20.00,409.12,-0.04,0,43,17
43.619,20.00,408.15,-0.28,0,38,17
43.643,20.00,410.51,0.39,0,54,17
43.667,20.00,408.91,0.04,0,50,17
43.691,20.00,413.35,1.14,0,43,17
43.715,20.00,409.41,-0.08,0,42,17
43.739,20.00,413.56,0.97,0,47,17
43.763,20.00,415.40,1.19,0,40,17
43.787,20.00,415.36,1.02,0,55,17
43.811,20.00,405.15,-1.59,0,47,17
43.835,20.00,413.75,1.04,0,50,17
43.859,20.00,414.67,1.04,0,31,17
43.883,20.00,412.58,0.24,0,70,17
43.907,20.00,415.20,0.97,0,51,17
43.931,20.00,418.75,1.54,0,40,17
43.955,20.00,414.71,0.17,0,57,17
43.979,20.00,414.31,0.24,0,56,17
44.003,20.00,414.15,0.22,0,66,17
44.027,20.00,416.12,0.74,0,41,17
44.051,20.00,417.08,0.82,0,56,17
44.075,20.00,416.44,0.56,0,48,17
44.099,20.00,416.49,0.50,0,52,17
44.123,20.00,410.16,-0.73,0,58,17
44.147,20.00,414.87,0.75,0,45,17
44.171,20.00,416.79,0.93,0,29,17
44.195,20.00,411.80,-0.36,0,66,17
44.219,20.00,410.51,-0.57,0,38,17
44.243,20.00,418.87,1.51,0,49,17
44.267,20.00,413.05,-0.22,0,59,17
44.291,20.00,418.90,1.49,0,52,17
44.315,20.00,415.66,0.32,0,41,17
44.339,20.00,417.26,0.59,0,51,17
44.363,20.00,418.01,0.79,0,51,17
44.387,20.00,416.60,0.31,0,50,17
44.411,20.00,412.08,-0.80,0,49,17
44.435,20.00,416.94,0.67,0,47,17
44.459,20.00,416.23,0.42,0,65,17
44.483,20.00,416.15,0.34,0,51,17
44.507,20.00,415.40,0.24,0,49,17
44.531,20.00,418.65,1.08,0,41,17
44.555,20.00,416.75,0.34,0,52,17
44.579,20.00,413.48,-0.35,0,47,17
44.603,20.00,420.45,1.56,0,50,17
44.627,20.00,419.57,0.98,0,36,17
44.651,20.00,414.01,-0.23,0,64,17
44.675,20.00,412.32,-0.55,0,50,17
44.699,20.00,411.92,-0.28,0,64,17
44.723,20.00,411.04,-0.24,0,34,17
44.747,20.00,410.57,-0.19,0,58,17
44.836,20.00,413.41,1.26,0,25,17
44.860,20.00,411.48,0.42,0,54,17
44.884,20.00,407.65,-0.42,0,53,17
44.908,20.00,416.51,2.03,0,44,17
44.932,20.00,416.35,1.46,0,39,17
44.956,20.00,414.63,0.90,0,60,17
44.980,20.00,416.37,1.19,0,30,17
45.004,20.00,417.26,1.21,0,49,17
45.028,20.00,411.17,-0.38,0,45,17
45.052,20.00,412.67,0.18,0,54,17
45.076,20.00,416.52,1.22,0,37,17
45.100,20.00,414.79,0.58,0,57,17
45.124,20.00,410.90,-0.51,0,45,17
45.148,20.00,417.22,1.24,0,52,17
45.172,20.00,413.28,-0.01,0,54,17
45.196,20.00,412.07,0.00,0,45,17
45.220,20.00,410.13,-0.46,0,52,17
45.244,20.00,412.67,0.23,0,71,17
45.268,20.00,416.43,1.43,0,58,17
45.292,20.00,417.22,1.35,0,34,17
45.316,20.00,412.26,-0.33,0,57,17
45.340,20.00,416.09,0.78,0,42,17
45.364,20.00,413.27,-0.07,0,68,17
45.388,20.00,418.02,1.33,0,40,17
45.412,20.00,416.69,0.74,0,48,17
45.436,20.00,416.85,0.62,0,37,17
45.460,20.00,417.96,0.80,0,54,17
45.484,20.00,411.97,-0.79,0,49,17
45.508,20.00,417.32,0.99,0,45,17
45.532,20.00,420.20,1.54,0,22,17
45.556,20.00,410.69,-0.92,0,73,17
45.580,20.00,414.42,0.34,0,43,17
45.604,20.00,416.26,0.83,0,40,17
45.628,20.00,408.99,-1.07,0,57,17
45.652,20.00,410.84,-0.15,0,49,17
45.676,20.00,417.72,1.72,0,37,17
45.700,20.00,414.63,0.53,0,51,17
45.724,20.00,410.19,-0.60,0,34,17
45.748,20.00,416.02,0.91,0,50,17
45.772,20.00,415.45,0.60,0,40,17
45.796,20.00,416.91,0.98,0,44,17
45.820,20.00,411.16,-0.63,0,53,17
45.844,20.00,417.58,1.17,0,41,17
45.868,20.00,416.55,0.80,0,54,17
45.892,20.00,416.84,0.71,0,34,17
45.916,20.00,414.27,-0.12,0,50,17
45.940,20.00,414.50,0.01,0,55,17
45.964,20.00,417.09,0.72,0,49,17
45.988,20.00,421.07,1.53,0,25,17
46.012,20.00,415.34,-0.18,0,68,17
46.036,20.00,416.61,0.22,0,50,17
46.060,20.00,414.47,-0.13,0,58,17
46.084,20.00,416.56,0.52,0,39,17
46.108,20.00,412.40,-0.41,0,42,17
46.132,20.00,412.52,-0.11,0,53,17
46.156,20.00,409.09,-0.88,0,54,17
46.180,20.00,410.94,0.02,0,56,17
46.204,20.00,413.63,0.77,0,36,17
46.228,20.00,408.70,-0.67,0,61,17
46.252,20.00,408.40,-0.30,0,52,17
46.276,20.00,410.80,0.51,0,52,17
46.300,20.00,411.38,0.55,0,43,17
46.324,20.00,404.39,-1.20,0,52,17
46.348,20.00,411.37,0.85,0,39,17
46.372,20.00,413.98,1.38,0,50,17
46.396,20.00,412.24,0.71,0,52,17
46.420,20.00,409.12,-0.22,0,54,17
46.444,20.00,414.46,1.22,0,41,17
46.468,20.00,415.31,1.08,0,57,17
46.492,20.00,416.50,1.17,0,41,17
46.516,20.00,409.32,-0.78,0,47,17
46.540,20.00,410.95,-0.16,0,49,17
46.564,20.00,412.13,0.33,0,49,17
46.588,20.00,412.24,0.47,0,34,17
46.612,20.00,410.40,-0.07,0,63,17
46.636,20.00,415.22,1.39,0,43,17
46.660,20.00,416.77,1.47,0,35,17
46.684,20.00,415.15,0.71,0,54,17
46.708,20.00,416.20,1.05,0,37,17
46.732,20.00,411.91,-0.23,0,67,17
46.756,20.00,417.85,1.49,0,34,17
46.780,20.00,416.94,0.97,0,40,17
46.804,20.00,414.96,0.33,0,43,17
46.828,20.00,413.65,0.13,0,61,17
46.852,20.00,410.10,-0.63,0,57,17
46.876,20.00,414.99,0.94,0,42,17
46.900,20.00,416.93,1.23,0,24,17
46.924,20.00,407.57,-1.29,0,63,17
46.948,20.00,418.86,1.92,0,36,17
46.972,20.00,419.35,1.59,0,46,17
46.996,20.00,410.86,-0.68,0,62,17
47.020,20.00,408.85,-0.97,0,46,17
47.044,20.00,414.24,0.64,0,41,17
47.068,20.00,415.70,0.80,0,53,17
47.092,20.00,415.40,0.65,0,52,17
47.116,20.00,413.09,-0.09,0,46,17
47.140,20.00,416.62,0.80,0,39,17
47.164,20.00,415.59,0.48,0,43,17
47.188,20.00,416.40,0.64,0,51,17
47.212,20.00,416.49,0.55,0,51,17
47.236,20.00,417.47,0.85,0,46,17
47.260,20.00,418.59,1.02,0,28,17
47.284,20.00,417.75,0.64,0,52,17
47.308,20.00,417.21,0.65,0,54,17
47.332,20.00,417.55,0.66,0,45,17
47.356,20.00,419.46,0.97,0,28,17
47.380,20.00,416.44,0.11,0,62,17
47.404,20.00,415.61,-0.07,0,64,17
47.428,20.00,412.83,-0.29,0,57,17
47.452,20.00,413.68,0.10,0,35,17
47.527,20.00,409.11,-0.34,0,59,17
47.551,20.00,411.27,0.39,0,53,17
47.575,20.00,414.57,1.23,0,31,17
47.599,20.00,410.99,-0.05,0,69,17
47.623,20.00,412.68,0.55,0,36,17
47.647,20.00,413.35,0.67,0,46,17
47.671,20.00,410.56,-0.13,0,50,17
47.695,20.00,411.35,0.30,0,72,17
47.719,20.00,416.77,1.59,0,32,17
47.743,20.00,415.83,0.98,0,52,17
47.767,20.00,416.51,1.05,0,38,17
47.791,20.00,414.74,0.44,0,56,17
47.815,20.00,414.87,0.48,0,34,17
47.839,20.00,413.35,0.22,0,53,17
47.863,20.00,413.25,0.25,0,34,17
47.887,20.00,411.22,-0.17,0,51,17
47.911,20.00,408.43,-0.64,0,57,17
47.935,20.00,411.16,0.29,0,54,17
47.959,20.00,415.26,1.28,0,35,17
47.983,20.00,411.83,0.23,0,65,17
48.007,20.00,418.00,1.66,0,46,17
48.031,20.00,419.66,1.73,0,32,17
48.055,20.00,414.74,0.12,0,59,17
48.079,20.00,412.21,-0.30,0,47,17
48.103,20.00,409.21,-0.80,0,59,17
48.127,20.00,415.28,1.05,0,38,17
48.151,20.00,415.20,0.85,0,54,17
48.175,20.00,413.28,0.28,0,51,17
48.199,20.00,414.69,0.52,0,51,17
48.223,20.00,413.66,0.33,0,43,17
48.247,20.00,413.46,0.35,0,47,17
48.271,20.00,412.76,0.10,0,36,17
48.295,20.00,410.17,-0.35,0,59,17
48.319,20.00,417.12,1.53,0,35,17
48.343,20.00,417.86,1.37,0,51,17
48.367,20.00,410.59,-0.38,0,50,17
48.391,20.00,412.82,0.35,0,46,17
48.415,20.00,413.77,0.64,0,34,17
48.439,20.00,409.98,-0.21,0,51,17
48.463,20.00,412.47,0.53,0,38,17
48.487,20.00,415.52,1.30,0,45,17
48.511,20.00,413.27,0.51,0,58,17
48.535,20.00,414.43,0.77,0,45,17
48.559,20.00,411.80,0.18,0,54,17
48.583,20.00,410.22,-0.22,0,56,17
48.607,20.00,414.96,1.26,0,61,17
48.631,20.00,416.19,1.33,0,33,17
48.655,20.00,414.43,0.52,0,57,17
48.679,20.00,416.68,1.32,0,40,17
48.703,20.00,417.69,1.30,0,42,17
48.727,20.00,416.67,0.62,0,38,17
48.751,20.00,416.86,0.71,0,57,17
48.775,20.00,414.61,-0.02,0,52,17
48.799,20.00,413.85,0.21,0,49,17
48.823,20.00,413.37,0.13,0,35,17
48.847,20.00,410.07,-0.52,0,55,17
48.871,20.00,412.51,0.36,0,35,17
48.895,20.00,408.60,-0.62,0,58,17
48.919,20.00,414.92,1.29,0,36,17
48.943,20.00,416.94,1.58,0,34,17
48.967,20.00,411.12,-0.26,0,73,17
48.991,20.00,415.30,0.94,0,40,17
49.015,20.00,416.29,1.01,0,39,17
49.039,20.00,409.51,-0.81,0,55,17
49.063,20.00,412.68,0.38,0,61,17
49.087,20.00,416.87,1.37,0,34,17
49.111,20.00,415.68,0.72,0,58,17
49.135,20.00,414.11,0.34,0,38,17
49.159,20.00,415.17,0.56,0,62,17
49.183,20.00,414.81,0.41,0,40,17
49.207,20.00,417.40,1.20,0,55,17
49.231,20.00,416.23,0.66,0,36,17
49.255,20.00,416.59,0.73,0,52,17
49.279,20.00,411.35,-0.40,0,38,17
49.303,20.00,413.80,0.42,0,49,17
49.327,20.00,415.97,0.88,0,31,17
49.351,20.00,411.98,-0.16,0,58,17
49.375,20.00,416.75,1.15,0,37,17
49.399,20.00,420.38,1.68,0,42,17
49.423,20.00,414.77,-0.08,0,61,17
49.447,20.00,412.85,-0.36,0,52,17
49.471,20.00,410.76,-0.56,0,41,17
49.495,20.00,412.84,0.20,0,45,17
49.519,20.00,415.68,0.99,0,54,17
49.543,20.00,414.22,0.50,0,45,17
49.567,20.00,415.13,0.47,0,50,17
49.591,20.00,414.69,0.44,0,42,17
49.615,20.00,416.47,0.87,0,48,17
49.639,20.00,410.76,-0.79,0,48,17
49.663,20.00,409.59,-0.60,0,61,17
49.687,20.00,413.53,0.58,0,30,17
49.711,20.00,412.23,0.16,0,51,17
49.735,20.00,408.79,-0.58,0,43,17
49.759,20.00,410.68,0.22,0,53,17
49.783,20.00,411.79,0.60,0,30,17
49.807,20.00,412.53,0.76,0,56,17
49.831,20.00,414.20,1.05,0,40,17
49.855,20.00,413.95,0.84,0,57,17
49.879,20.00,414.63,0.78,0,55,17
49.903,20.00,415.19,0.82,0,57,17
49.927,20.00,412.96,0.26,0,38,17
49.951,20.00,409.85,-0.48,0,60,17
49.975,20.00,411.63,0.28,0,53,17
49.999,20.00,416.75,1.47,0,41,17
50.023,20.00,413.29,0.26,0,66,17
50.047,20.00,413.14,0.46,0,42,17
50.071,20.00,415.81,1.10,0,50,17
50.095,20.00,414.61,0.55,0,55,17
50.119,20.00,415.55,0.97,0,61,17
50.143,20.00,413.33,0.22,0,52,17
50.219,20.00,407.57,-0.76,0,48,17
50.243,20.00,411.06,0.45,0,45,17
50.267,20.00,407.97,-0.25,0,59,17
50.291,20.00,416.01,1.89,0,33,17
50.315,20.00,415.85,1.36,0,45,17
50.339,20.00,410.57,-0.15,0,56,17
50.363,25.00,418.05,1.88,0,182,17
50.387,25.00,423.20,2.87,0,99,17
50.411,25.00,444.99,7.10,0,76,17
50.435,25.00,461.93,9.41,0,49,17
50.459,25.00,477.28,10.70,0,46,17
50.483,25.00,484.70,8.36,0,41,17
50.507,25.00,488.27,7.06,0,69,17
50.531,25.00,499.23,7.10,0,60,17
50.555,25.00,504.95,6.68,0,57,17
50.579,25.00,507.53,5.54,0,68,17
50.603,25.00,512.28,4.78,0,66,17
50.627,25.00,515.88,4.51,0,54,17
50.651,25.00,511.65,2.17,0,73,17
50.675,25.00,517.84,3.27,0,44,17
50.699,25.00,519.42,2.79,0,70,17
50.723,25.00,517.87,1.57,0,57,17
50.747,25.00,517.37,1.22,0,60,17
50.771,25.00,521.63,1.96,0,51,17
50.795,25.00,523.49,2.03,0,54,17
50.819,25.00,523.60,1.60,0,54,17
50.843,25.00,521.33,0.76,0,67,17
50.867,25.00,524.60,1.51,0,52,17
50.891,25.00,521.15,0.30,0,70,17
50.915,25.00,524.60,1.31,0,46,17
50.939,25.00,525.24,1.17,0,72,17
50.963,25.00,523.31,0.69,0,57,17
50.987,25.00,525.95,1.31,0,52,17
51.011,25.00,523.65,0.44,0,57,17
51.035,25.00,524.46,0.67,0,52,17
51.059,25.00,523.98,0.46,0,53,17
51.083,25.00,519.87,-0.30,0,45,17
51.107,25.00,520.64,0.16,0,58,17
51.131,25.00,514.33,-1.05,0,73,17
51.155,25.00,517.48,0.22,0,57,17
51.179,25.00,519.81,0.79,0,61,17
51.203,25.00,520.85,1.12,0,54,17
51.227,25.00,525.28,2.05,0,47,17
51.251,25.00,517.62,-0.25,0,49,17
51.275,25.00,516.48,-0.30,0,72,17
51.299,25.00,519.04,0.59,0,53,17
51.323,25.00,517.42,0.33,0,44,17
51.347,25.00,518.65,0.71,0,65,17
51.371,25.00,516.82,0.10,0,70,17
51.395,25.00,518.75,0.72,0,49,17
51.419,25.00,523.45,1.71,0,56,17
51.443,25.00,522.06,1.14,0,63,17
51.467,25.00,525.02,1.78,0,48,17
51.491,25.00,515.52,-0.91,0,69,17
51.515,25.00,518.02,0.14,0,59,17
51.539,25.00,522.26,1.24,0,45,17
51.563,25.00,517.29,0.07,0,56,17
51.587,25.00,517.87,0.32,0,64,17
51.611,25.00,519.01,0.61,0,68,17
51.635,25.00,519.53,0.73,0,53,17
51.659,25.00,522.37,1.41,0,68,17
51.683,25.00,521.97,1.18,0,62,17
51.707,25.00,523.11,1.31,0,47,17
51.731,25.00,516.11,-0.61,0,70,17
51.755,25.00,518.89,0.41,0,45,17
51.779,25.00,524.48,1.77,0,39,17
51.803,25.00,521.87,0.85,0,64,17
51.827,25.00,519.11,0.13,0,75,17
51.851,25.00,517.30,-0.17,0,63,17
51.875,25.00,518.90,0.38,0,49,17
51.899,25.00,522.23,1.24,0,43,17
51.923,25.00,520.10,0.59,0,64,17
51.947,25.00,522.75,1.26,0,45,17
51.971,25.00,516.00,-0.71,0,68,17
51.995,25.00,517.58,0.08,0,64,17
52.019,25.00,522.44,1.42,0,45,17
52.043,25.00,519.76,0.60,0,70,17
52.067,25.00,522.47,1.21,0,66,17
52.091,25.00,522.21,0.65,0,48,17
52.115,25.00,521.71,0.53,0,61,17
52.139,25.00,523.23,0.95,0,69,17
52.163,25.00,523.23,0.87,0,56,17
52.187,25.00,523.08,0.71,0,60,17
52.211,25.00,521.27,0.07,0,59,17
52.235,25.00,521.59,0.29,0,59,17
52.259,25.00,524.46,1.07,0,41,17
52.283,25.00,523.67,0.78,0,57,17
52.307,25.00,527.02,1.57,0,52,17
52.331,25.00,525.00,0.50,0,50,17
52.355,25.00,521.76,-0.30,0,70,17
52.379,25.00,521.90,0.07,0,52,17
52.403,25.00,519.45,-0.26,0,47,17
52.427,25.00,520.66,0.21,0,58,17
52.451,25.00,515.61,-0.94,0,56,17
52.475,25.00,515.59,-0.47,0,62,17
52.499,25.00,521.20,1.22,0,39,17
52.523,25.00,519.30,0.48,0,68,17
52.547,25.00,522.85,1.39,0,57,17
52.571,25.00,520.77,0.34,0,69,17
52.595,25.00,519.83,0.22,0,70,17
52.619,25.00,523.18,1.12,0,44,17
52.643,25.00,518.27,-0.20,0,57,17
52.667,25.00,520.27,0.51,0,65,17
52.691,25.00,521.27,0.71,0,52,17
52.715,25.00,520.44,0.48,0,74,17
52.739,25.00,521.34,0.77,0,59,17
52.763,25.00,521.11,0.61,0,66,17
52.787,25.00,523.27,1.15,0,58,17
52.811,25.00,517.76,-0.41,0,52,17
52.835,25.00,518.45,0.09,0,59,17
52.911,25.00,515.06,-0.48,0,72,17
52.935,25.00,519.53,0.95,0,62,17
52.959,25.00,520.17,1.03,0,45,17
52.983,25.00,523.93,1.69,0,53,17
53.007,25.00,519.47,0.31,0,74,17
53.031,25.00,522.54,1.21,0,47,17
53.055,25.00,522.29,0.65,0,69,17
53.079,25.00,521.28,0.41,0,49,17
53.103,25.00,521.31,0.42,0,58,17
53.127,25.00,517.89,-0.32,0,67,17
53.151,25.00,521.35,0.84,0,52,17
53.175,25.00,522.03,0.73,0,73,17
53.199,25.00,520.45,0.29,0,50,17
53.223,25.00,523.56,1.11,0,51,17
53.247,25.00,522.32,0.66,0,46,17
53.271,25.00,522.56,0.71,0,58,17
53.295,25.00,522.94,0.62,0,70,17
53.319,25.00,521.75,0.36,0,51,17
53.343,25.00,525.25,1.18,0,55,17
53.367,25.00,523.19,0.53,0,69,17
53.391,25.00,525.21,1.07,0,54,17
53.415,25.00,525.47,0.70,0,69,17
53.439,25.00,521.79,-0.25,0,64,17
53.463,25.00,523.37,0.57,0,57,17
53.487,25.00,524.34,0.81,0,49,17
53.511,25.00,524.71,0.84,0,56,17
53.535,25.00,523.74,0.30,0,64,17
53.559,25.00,521.72,-0.10,0,66,17
53.583,25.00,527.80,1.53,0,42,17
53.607,25.00,523.15,0.17,0,55,17
53.631,25.00,524.35,0.61,0,50,17
53.655,25.00,524.03,0.25,0,71,17
53.679,25.00,522.27,0.02,0,56,17
53.703,25.00,527.41,1.39,0,52,17
53.727,25.00,523.89,0.30,0,71,17
53.751,25.00,523.70,0.28,0,67,17
53.775,25.00,524.72,0.51,0,62,17
53.799,25.00,523.51,0.26,0,51,17
53.823,25.00,525.50,0.87,0,64,17
53.847,25.00,522.32,0.05,0,56,17
53.871,25.00,523.15,0.41,0,52,17
53.895,25.00,523.39,0.31,0,60,17
53.919,25.00,523.26,0.36,0,58,17
53.943,25.00,528.49,1.63,0,43,17
53.967,25.00,524.84,0.49,0,62,17
53.991,25.00,521.74,-0.31,0,79,17
54.015,25.00,524.40,0.67,0,66,17
54.039,25.00,524.73,0.76,0,43,17
54.063,25.00,526.76,1.21,0,51,17
54.087,25.00,521.31,-0.31,0,73,17
54.111,25.00,522.63,0.21,0,60,17
54.135,25.00,525.93,0.84,0,65,17
54.159,25.00,523.27,0.23,0,60,17
54.183,25.00,523.22,0.35,0,44,17
54.207,25.00,517.29,-1.05,0,75,17
54.231,25.00,520.47,0.18,0,64,17
54.255,25.00,523.76,0.91,0,50,17
54.279,25.00,521.37,0.29,0,64,17
54.303,25.00,524.46,1.10,0,46,17
54.327,25.00,521.30,0.21,0,57,17
54.351,25.00,522.85,0.67,0,59,17
54.375,25.00,524.23,0.88,0,48,17
54.399,25.00,522.20,0.37,0,62,17
54.423,25.00,521.38,0.30,0,52,17
54.447,25.00,518.03,-0.43,0,74,17
54.471,25.00,521.04,0.53,0,61,17
54.495,25.00,524.76,1.28,0,48,17
54.519,25.00,521.91,0.50,0,61,17
54.543,25.00,521.93,0.66,0,73,17
54.567,25.00,521.32,0.46,0,47,17
54.591,25.00,523.84,1.05,0,57,17
54.615,25.00,525.51,1.20,0,55,17
54.639,25.00,521.10,0.04,0,73,17
54.663,25.00,527.95,1.84,0,41,17
54.687,25.00,521.53,-0.12,0,61,17
54.711,25.00,523.84,0.70,0,66,17
54.735,25.00,526.72,1.16,0,40,17
54.759,25.00,522.00,-0.05,0,63,17
54.783,25.00,529.12,1.84,0,47,17
54.807,25.00,523.31,0.02,0,62,17
54.831,25.00,524.13,0.40,0,66,17
54.855,25.00,526.13,0.91,0,48,17
54.879,25.00,523.27,0.19,0,58,17
54.903,25.00,525.71,0.91,0,53,17
54.927,25.00,520.34,-0.58,0,61,17
54.951,25.00,522.51,0.30,0,64,17
54.975,25.00,526.11,1.14,0,48,17
54.999,25.00,523.71,0.48,0,72,17
55.023,25.00,528.86,1.71,0,42,17
55.047,25.00,524.05,0.17,0,59,17
55.071,25.00,523.21,0.07,0,63,17
55.095,25.00,519.32,-0.47,0,48,17
55.119,25.00,519.45,-0.19,0,52,17
55.143,25.00,523.75,1.09,0,60,17
55.167,25.00,518.59,-0.37,0,67,17
55.191,25.00,519.88,0.27,0,66,17
55.215,25.00,525.93,1.62,0,36,17
55.239,25.00,521.37,0.25,0,73,17
55.263,25.00,522.78,0.75,0,36,17
55.287,25.00,516.52,-0.95,0,73,17
55.311,25.00,517.91,-0.10,0,52,17
55.335,25.00,520.24,0.58,0,40,17
55.359,25.00,517.04,-0.18,0,74,17
55.383,25.00,522.20,1.30,0,36,17
55.407,25.00,519.45,0.38,0,59,17
55.431,25.00,520.09,0.65,0,60,17
55.455,25.00,523.98,1.41,0,45,17
55.479,25.00,520.12,0.23,0,68,17
55.503,25.00,521.47,0.77,0,57,17
55.527,25.00,517.37,-0.32,0,66,17
55.601,25.00,514.72,-0.67,0,62,17
55.625,25.00,516.49,0.31,0,72,17
55.649,25.00,517.00,0.47,0,45,17
55.673,25.00,523.25,2.02,0,52,17
55.697,25.00,523.19,1.56,0,47,17
55.721,25.00,518.90,0.29,0,60,17
55.745,25.00,525.89,2.17,0,49,17
55.769,25.00,520.64,0.32,0,64,17
55.793,25.00,526.02,1.93,0,62,17
55.817,25.00,526.68,1.61,0,50,17
55.841,25.00,520.37,-0.20,0,83,17
55.865,25.00,528.45,2.06,0,63,17
55.889,25.00,524.25,0.53,0,52,17
55.913,25.00,526.09,1.17,0,61,17
55.937,25.00,525.86,0.86,0,49,17
55.961,25.00,522.68,0.03,0,72,17
55.985,25.00,526.72,1.25,0,57,17
56.009,25.00,522.55,-0.05,0,71,17
56.033,25.00,520.65,0.02,0,66,17
56.057,25.00,522.88,0.63,0,35,17
56.081,25.00,520.03,0.00,0,72,17
56.105,25.00,526.26,1.76,0,42,17
